At1g70260	nodulin MtN21 /EamA-like transporter family protein
At1g70270	unknown protein
At1g70280	NHL domain-containing protein
At1g70290	trehalose-6-phosphatase synthase S8
At1g70300	K+ uptake permease 6
At1g70310	spermidine synthase 2
At1g70320	ubiquitin-protein ligase 2
At1g70330	equilibrative nucleotide transporter 1
At1g70340	Plant protein of unknown function (DUF936)
At1g70350	unknown protein
At1g70360	F-box family protein
At1g70370	polygalacturonase 2
At1g70380	F-box and associated interaction domains-containing protein
At1g70390	F-box and associated interaction domains-containing protein
At1g70400	unknown protein
At1g70410	beta carbonic anhydrase 4
At1g70420	Protein of unknown function (DUF1645)
At1g70430	Protein kinase superfamily protein
At1g70440	similar to RCD one 3
At1g70450	Protein kinase superfamily protein
At1g70460	root hair specific 10
At1g70470	unknown protein
At1g70480	Domain of unknown function (DUF220)
At1g70490	Ras-related small GTP-binding family protein
At1g70500	Pectin lyase-like superfamily protein
At1g70505	unknown protein
At1g70510	KNOTTED-like from Arabidopsis thaliana 2
At1g70518	unknown protein
At1g70520	cysteine-rich RLK (RECEPTOR-like protein kinase) 2
At1g70530	cysteine-rich RLK (RECEPTOR-like protein kinase) 3
At1g70540	Plant invertase/pectin methylesterase inhibitor superfamily protein
At1g70550	Protein of Unknown Function (DUF239)
At1g70560	tryptophan aminotransferase of Arabidopsis 1
At1g70570	anthranilate phosphoribosyltransferase, putative
At1g70580	alanine-2-oxoglutarate aminotransferase 2
At1g70581	other RNA
At1g70590	F-box family protein
At1g70600	Ribosomal protein L18e/L15 superfamily protein
At1g70610	transporter associated with antigen processing protein 1
At1g70620	cyclin-related
At1g70630	Nucleotide-diphospho-sugar transferase family protein
At1g70640	octicosapeptide/Phox/Bem1p (PB1) domain-containing protein
At1g70645	MIR777a; miRNA
At1g70650	Ran BP2/NZF zinc finger-like superfamily protein
At1g70660	MMS ZWEI homologue 2
At1g70670	Caleosin-related family protein
At1g70680	Caleosin-related family protein
At1g70690	Receptor-like protein kinase-related family protein
At1g70700	TIFY domain/Divergent CCT motif family protein
At1g70710	glycosyl hydrolase 9B1
At1g70720	Plant invertase/pectin methylesterase inhibitor superfamily protein
At1g70730	Phosphoglucomutase/phosphomannomutase family protein
At1g70740	Protein kinase superfamily protein
At1g70750	Protein of unknown function, DUF593
At1g70760	inorganic carbon transport protein-related
At1g70770	Protein of unknown function DUF2359, transmembrane
At1g70780	unknown protein
At1g70782	conserved peptide upstream open reading frame 28
At1g70790	Calcium-dependent lipid-binding (CaLB domain) family protein
At1g70800	Calcium-dependent lipid-binding (CaLB domain) family protein
At1g70810	Calcium-dependent lipid-binding (CaLB domain) family protein
At1g70820	phosphoglucomutase, putative / glucose phosphomutase, putative
At1g70830	MLP-like protein 28
At1g70840	MLP-like protein 31
At1g70850	MLP-like protein 34
At1g70860	Polyketide cyclase/dehydrase and lipid transport superfamily protein
At1g70870	Polyketide cyclase/dehydrase and lipid transport superfamily protein
At1g70880	Polyketide cyclase/dehydrase and lipid transport superfamily protein
At1g70885	pseudogene
At1g70890	MLP-like protein 43
At1g70895	CLAVATA3/ESR-RELATED 17
At1g70900	unknown protein
At1g70910	RING/U-box superfamily protein
At1g70920	homeobox-leucine zipper protein 18
At1g70940	Auxin efflux carrier family protein
At1g70944	unknown protein
At1g70949	unknown protein
At1g70950	TPX2 (targeting protein for Xklp2) protein family
At1g70960	F-box and associated interaction domains-containing protein
At1g70970	F-box and associated interaction domains-containing protein
At1g70980	Class II aminoacyl-tRNA and biotin synthetases superfamily protein
At1g70985	hydroxyproline-rich glycoprotein family protein
At1g70990	proline-rich family protein
At1g71000	Chaperone DnaJ-domain superfamily protein
At1g71002	MIR858a; miRNA
At1g71010	FORMS APLOID AND BINUCLEATE CELLS 1C
At1g71015	unknown protein
At1g71020	ARM repeat superfamily protein
At1g71030	MYB-like 2
At1g71040	Cupredoxin superfamily protein
At1g71050	Heavy metal transport/detoxification superfamily protein 
At1g71060	Tetratricopeptide repeat (TPR)-like superfamily protein
At1g71070	Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein
At1g71080	RNA polymerase II transcription elongation factor
At1g71090	Auxin efflux carrier family protein
At1g71100	Ribose 5-phosphate isomerase, type A protein
At1g71110	unknown protein
At1g71120	GDSL-motif lipase/hydrolase 6
At1g71130	Integrase-type DNA-binding superfamily protein
At1g71140	MATE efflux family protein
At1g71150	unknown protein
At1g71160	3-ketoacyl-CoA synthase 7
At1g71170	6-phosphogluconate dehydrogenase family protein
At1g71180	6-phosphogluconate dehydrogenase family protein
At1g71190	senescence associated gene 18
At1g71200	basic helix-loop-helix (bHLH) DNA-binding superfamily protein
At1g71210	Pentatricopeptide repeat (PPR) superfamily protein
At1g71220	UDP-glucose:glycoprotein glucosyltransferases;transferases, transferring hexosyl groups;transferases, transferring glycosyl groups
At1g71230	COP9-signalosome 5B
At1g71235	unknown protein
At1g71240	Plant protein of unknown function (DUF639)
At1g71250	GDSL-like Lipase/Acylhydrolase superfamily protein
At1g71260	WHIRLY 2
At1g71270	Vps52 / Sac2 family 
At1g71280	DEA(D/H)-box RNA helicase family protein
At1g71290	F-box associated ubiquitination effector family protein
At1g71300	Vps52 / Sac2 family 
At1g71310	cobalt ion binding
At1g71320	F-box family protein
At1g71330	non-intrinsic ABC protein 5
At1g71340	PLC-like phosphodiesterases superfamily protein
At1g71350	eukaryotic translation initiation factor SUI1 family protein
At1g71360	Galactose-binding protein
At1g71370	DEA(D/H)-box RNA helicase family protein
At1g71380	cellulase 3
At1g71390	receptor like protein 11
At1g71400	receptor like protein 12
At1g71410	ARM repeat superfamily protein
At1g71420	Tetratricopeptide repeat (TPR)-like superfamily protein
At1g71430	unknown protein
At1g71440	tubulin folding cofactor E / Pfifferling (PFI)
At1g71450	Integrase-type DNA-binding superfamily protein
At1g71460	Pentatricopeptide repeat (PPR-like) superfamily protein
At1g71470	unknown protein
At1g71480	Nuclear transport factor 2 (NTF2) family protein
At1g71490	Tetratricopeptide repeat (TPR)-like superfamily protein
At1g71500	Rieske (2Fe-2S) domain-containing protein
At1g71520	Integrase-type DNA-binding superfamily protein
At1g71528	other RNA
At1g71530	Protein kinase superfamily protein
At1g71680	Transmembrane amino acid transporter family protein
At1g71690	Protein of unknown function (DUF579)
At1g71691	GDSL-like Lipase/Acylhydrolase superfamily protein
At1g71692	AGAMOUS-like 12
At1g71695	Peroxidase superfamily protein
At1g71696	carboxypeptidase D, putative
At1g71697	choline kinase 1
At1g71700	pre-tRNA
At1g71710	DNAse I-like superfamily protein
At1g71720	Nucleic acid-binding proteins superfamily
At1g71730	unknown protein
At1g71740	unknown protein
At1g71750	Hypoxanthine-guanine phosphoribosyltransferase
At1g71760	unknown protein
At1g71770	poly(A)-binding protein 5
At1g71780	unknown protein
At1g71790	Subunits of heterodimeric actin filament capping protein Capz superfamily
At1g71800	cleavage stimulating factor 64
At1g71810	Protein kinase superfamily protein
At1g71820	SEC6
At1g71828	unknown protein
At1g71830	somatic embryogenesis receptor-like kinase 1
At1g71840	transducin family protein / WD-40 repeat family protein
At1g71850	Ubiquitin carboxyl-terminal hydrolase family protein
At1g71860	protein tyrosine phosphatase 1
At1g71865	unknown protein
At1g71866	unknown protein
At1g71870	MATE efflux family protein
At1g71880	sucrose-proton symporter 1
At1g71890	Major facilitator superfamily protein
At1g71900	Protein of unknown function (DUF803)
At1g71910	unknown protein
At1g71920	HISTIDINE BIOSYNTHESIS 6B
At1g71930	vascular related NAC-domain protein 7
At1g71940	SNARE associated Golgi protein family
At1g71950	Proteinase inhibitor, propeptide
At1g71960	ATP-binding casette family G25
At1g71970	unknown protein
At1g71980	Protease-associated (PA) RING/U-box zinc finger family protein
At1g71990	fucosyltransferase 13
At1g72000	Plant neutral invertase family protein
At1g72010	TCP family transcription factor 
At1g72020	unknown protein
At1g72030	Acyl-CoA N-acyltransferases (NAT) superfamily protein
At1g72040	P-loop containing nucleoside triphosphate hydrolases superfamily protein
At1g72050	transcription factor IIIA
At1g72060	serine-type endopeptidase inhibitors
At1g72070	Chaperone DnaJ-domain superfamily protein
At1g72080	unknown protein
At1g72090	Methylthiotransferase
At1g72100	late embryogenesis abundant domain-containing protein / LEA domain-containing protein
At1g72110	O-acyltransferase (WSD1-like) family protein
At1g72120	Major facilitator superfamily protein
At1g72125	Major facilitator superfamily protein
At1g72130	Major facilitator superfamily protein
At1g72131	pseudogene
At1g72140	Major facilitator superfamily protein
At1g72141	unknown protein
At1g72150	PATELLIN 1
At1g72160	Sec14p-like phosphatidylinositol transfer family protein
At1g72170	Domain of unknown function (DUF543)
At1g72175	RING/U-box protein with domain of unknown function (DUF 1232)
At1g72180	Leucine-rich receptor-like protein kinase family protein
At1g72190	D-isomer specific 2-hydroxyacid dehydrogenase family protein
At1g72200	RING/U-box superfamily protein
At1g72210	basic helix-loop-helix (bHLH) DNA-binding superfamily protein
At1g72220	RING/U-box superfamily protein
At1g72230	Cupredoxin superfamily protein
At1g72240	unknown protein
At1g72250	Di-glucose binding protein with Kinesin motor domain
At1g72260	thionin 2.1
At1g72270	unknown protein
At1g72280	endoplasmic reticulum oxidoreductins 1
At1g72290	Kunitz family trypsin and protease inhibitor protein
At1g72300	Leucine-rich receptor-like protein kinase family protein
At1g72310	RING/U-box superfamily protein
At1g72320	pumilio 23
At1g72330	alanine aminotransferase 2
At1g72340	NagB/RpiA/CoA transferase-like superfamily protein
At1g72350	MADS-box transcription factor family protein
At1g72360	Integrase-type DNA-binding superfamily protein
At1g72370	40s ribosomal protein SA
At1g72390	unknown protein
At1g72410	COP1-interacting protein-related
At1g72416	Chaperone DnaJ-domain superfamily protein
At1g72420	NADH:ubiquinone oxidoreductase intermediate-associated protein 30
At1g72430	SAUR-like auxin-responsive protein family 
At1g72440	CCAAT-binding factor
At1g72450	jasmonate-zim-domain protein 6
At1g72460	Leucine-rich repeat protein kinase family protein
At1g72470	exocyst subunit exo70 family protein D1
At1g72480	Lung seven transmembrane receptor family protein
At1g72490	unknown protein
At1g72500	unknown protein
At1g72510	Protein of unknown function (DUF1677)
At1g72520	PLAT/LH2 domain-containing lipoxygenase family protein
At1g72530	plastid developmental protein DAG, putative
At1g72540	Protein kinase superfamily protein
At1g72550	tRNA synthetase beta subunit family protein
At1g72560	ARM repeat superfamily protein
At1g72570	Integrase-type DNA-binding superfamily protein
At1g72580	unknown protein
At1g72590	3-oxo-5-alpha-steroid 4-dehydrogenase family protein
At1g72600	hydroxyproline-rich glycoprotein family protein
At1g72610	germin-like protein 1
At1g72620	alpha/beta-Hydrolases superfamily protein
At1g72630	ELF4-like 2
At1g72640	NAD(P)-binding Rossmann-fold superfamily protein
At1g72645	unknown protein
At1g72650	TRF-like 6
At1g72660	P-loop containing nucleoside triphosphate hydrolases superfamily protein
At1g72670	IQ-domain 8
At1g72680	cinnamyl-alcohol dehydrogenase
At1g72690	unknown protein
At1g72700	ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein
At1g72710	casein kinase 1-like protein 2
At1g72720	Protein of unknown function (DUF3511)
At1g72730	DEA(D/H)-box RNA helicase family protein
At1g72740	Homeodomain-like/winged-helix DNA-binding family protein
At1g72750	translocase inner membrane subunit 23-2
At1g72760	Protein kinase superfamily protein
At1g72770	homology to ABI1
At1g72780	pre-tRNA
At1g72790	hydroxyproline-rich glycoprotein family protein
At1g72800	RNA-binding (RRM/RBD/RNP motifs) family protein
At1g72810	Pyridoxal-5'-phosphate-dependent enzyme family protein
At1g72820	Mitochondrial substrate carrier family protein
At1g72830	nuclear factor Y, subunit A3
At1g72840	Disease resistance protein (TIR-NBS-LRR class)
At1g72850	Disease resistance protein (TIR-NBS class)
At1g72852	unknown protein
At1g72855	other RNA
At1g72860	Disease resistance protein (TIR-NBS-LRR class) family
At1g72870	Disease resistance protein (TIR-NBS class)
At1g72880	Survival protein SurE-like phosphatase/nucleotidase
At1g72890	Disease resistance protein (TIR-NBS class)
At1g72900	Toll-Interleukin-Resistance (TIR) domain-containing protein
At1g72910	Toll-Interleukin-Resistance (TIR) domain-containing protein
At1g72920	Toll-Interleukin-Resistance (TIR) domain family protein
At1g72930	toll/interleukin-1 receptor-like
At1g72940	Toll-Interleukin-Resistance (TIR) domain-containing protein
At1g72950	Disease resistance protein (TIR-NBS class)
At1g72960	Root hair defective 3 GTP-binding protein (RHD3)
At1g72970	Glucose-methanol-choline (GMC) oxidoreductase family protein
At1g72980	LOB domain-containing protein 7
At1g72990	beta-galactosidase 17
At1g73000	PYR1-like 3
At1g73010	phosphate starvation-induced gene 2
At1g73020	unknown protein
At1g73030	SNF7 family protein
At1g73040	Mannose-binding lectin superfamily protein
At1g73050	Glucose-methanol-choline (GMC) oxidoreductase family protein
At1g73060	Low PSII Accumulation 3
At1g73066	Leucine-rich repeat family protein
At1g73080	PEP1 receptor 1
At1g73090	unknown protein
At1g73100	SU(VAR)3-9 homolog 3
At1g73110	P-loop containing nucleoside triphosphate hydrolases superfamily protein
At1g73120	unknown protein
At1g73130	unknown protein
At1g73140	Plant protein of unknown function (DUF828)
At1g73150	global transcription factor group E3
At1g73160	UDP-Glycosyltransferase superfamily protein
At1g73165	CLAVATA3/ESR-RELATED 1
At1g73170	P-loop containing nucleoside triphosphate hydrolases superfamily protein
At1g73175	pseudogene
At1g73177	bonsai
At1g73180	Eukaryotic translation initiation factor eIF2A family protein
At1g73190	Aquaporin-like superfamily protein
At1g73200	Putative integral membrane protein conserved region (DUF2404)
At1g73210	Protein of unknown function (DUF789)
At1g73220	organic cation/carnitine transporter1
At1g73230	Nascent polypeptide-associated complex NAC
At1g73240	unknown protein
At1g73250	GDP-4-keto-6-deoxymannose-3,5-epimerase-4-reductase 1
At1g73260	kunitz trypsin inhibitor 1
At1g73270	serine carboxypeptidase-like 6
At1g73280	serine carboxypeptidase-like 3
At1g73290	serine carboxypeptidase-like 5
At1g73300	serine carboxypeptidase-like 2
At1g73310	serine carboxypeptidase-like 4
At1g73320	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
At1g73325	Kunitz family trypsin and protease inhibitor protein
At1g73330	drought-repressed 4
At1g73340	Cytochrome P450 superfamily protein
At1g73350	unknown protein
At1g73360	homeodomain GLABROUS 11
At1g73370	sucrose synthase 6
At1g73380	unknown protein
At1g73390	Endosomal targeting BRO1-like domain-containing protein
At1g73400	Pentatricopeptide repeat (PPR) superfamily protein
At1g73410	myb domain protein 54
At1g73430	sec34-like family protein
At1g73440	calmodulin-related
At1g73445	transposable element gene
At1g73450	Protein kinase superfamily protein
At1g73460	Protein kinase superfamily protein
At1g73470	unknown protein
At1g73480	alpha/beta-Hydrolases superfamily protein
At1g73490	RNA-binding (RRM/RBD/RNP motifs) family protein
At1g73500	MAP kinase kinase 9
At1g73510	unknown protein
At1g73530	RNA-binding (RRM/RBD/RNP motifs) family protein
At1g73540	nudix hydrolase homolog 21
At1g73550	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
At1g73560	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
At1g73570	HCP-like superfamily protein
At1g73580	Calcium-dependent lipid-binding (CaLB domain) family protein
At1g73590	Auxin efflux carrier family protein
At1g73600	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
At1g73602	conserved peptide upstream open reading frame 32
At1g73603	low-molecular-weight cysteine-rich 64
At1g73607	low-molecular-weight cysteine-rich 65
At1g73610	GDSL-like Lipase/Acylhydrolase superfamily protein
At1g73620	Pathogenesis-related thaumatin superfamily protein
At1g73630	EF hand calcium-binding protein family
At1g73640	RAB GTPase homolog A6A
At1g73650	Protein of unknown function (DUF1295)
At1g73655	FKBP-like peptidyl-prolyl cis-trans isomerase family protein
At1g73660	protein tyrosine kinase family protein
At1g73670	MAP kinase 15
At1g73680	alpha dioxygenase
At1g73687	MIR159/MIR159A; miRNA
At1g73690	cyclin-dependent kinase D1;1
At1g73700	MATE efflux family protein
At1g73710	Pentatricopeptide repeat (PPR) superfamily protein
At1g73720	transducin family protein / WD-40 repeat family protein
At1g73730	ETHYLENE-INSENSITIVE3-like 3
At1g73740	UDP-Glycosyltransferase superfamily protein
At1g73750	Uncharacterised conserved protein UCP031088, alpha/beta hydrolase
At1g73760	RING/U-box superfamily protein
At1g73770	unknown protein
At1g73780	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
At1g73790	Protein of unknown function (DUF3743)
At1g73805	Calmodulin binding protein-like
At1g73810	Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein
At1g73820	Ssu72-like family protein
At1g73830	BR enhanced expression 3
At1g73840	hydroxyproline-rich glycoprotein family protein
At1g73850	Protein of unknown function (DUF1666)
At1g73860	P-loop containing nucleoside triphosphate hydrolases superfamily protein
At1g73870	B-box type zinc finger protein with CCT domain
At1g73875	DNAse I-like superfamily protein
At1g73880	UDP-glucosyl transferase 89B1
At1g73885	unknown protein
At1g73890	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
At1g73900	pre-tRNA
At1g73910	actin-related proteins 4A
At1g73920	alpha/beta-Hydrolases superfamily protein
At1g73930	unknown protein
At1g73940	unknown protein
At1g73950	Transmembrane Fragile-X-F-associated protein
At1g73960	TBP-associated factor 2
At1g73965	CLAVATA3/ESR-RELATED 13
At1g73970	unknown protein
At1g73980	Phosphoribulokinase / Uridine kinase family
At1g73990	signal peptide peptidase
At1g74000	strictosidine synthase 3
At1g74010	Calcium-dependent phosphotriesterase superfamily protein
At1g74020	strictosidine synthase 2
At1g74030	enolase 1
At1g74040	2-isopropylmalate synthase 1
At1g74045	tetraspanin 17
At1g74050	Ribosomal protein L6 family protein
At1g74055	unknown protein
At1g74060	Ribosomal protein L6 family protein
At1g74070	Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein
At1g74080	myb domain protein 122
At1g74088	unknown protein
At1g74090	desulfo-glucosinolate sulfotransferase 18
At1g74100	sulfotransferase 16
At1g74110	cytochrome P450, family 78, subfamily A, polypeptide 10
At1g74120	Mitochondrial transcription termination factor family protein
At1g74130	Rhomboid-related intramembrane serine protease family protein
At1g74140	Rhomboid-related intramembrane serine protease family protein
At1g74150	Galactose oxidase/kelch repeat superfamily protein
At1g74160	unknown protein
At1g74170	receptor like protein 13
At1g74180	receptor like protein 14
At1g74190	receptor like protein 15
At1g74200	receptor like protein 16
At1g74205	unknown protein
At1g74210	PLC-like phosphodiesterases superfamily protein
At1g74220	unknown protein
At1g74230	glycine-rich RNA-binding protein 5
At1g74240	Mitochondrial substrate carrier family protein
At1g74250	DNAJ heat shock N-terminal domain-containing protein
At1g74260	purine biosynthesis 4
At1g74270	Ribosomal protein L35Ae family protein
At1g74280	alpha/beta-Hydrolases superfamily protein
At1g74290	alpha/beta-Hydrolases superfamily protein
At1g74300	alpha/beta-Hydrolases superfamily protein
At1g74310	heat shock protein 101
At1g74320	Protein kinase superfamily protein
At1g74330	Protein kinase superfamily protein
At1g74340	dolichol phosphate-mannose biosynthesis regulatory protein-related
At1g74350	Intron maturase, type II family protein
At1g74360	Leucine-rich repeat protein kinase family protein
At1g74370	RING/U-box superfamily protein
At1g74380	xyloglucan xylosyltransferase 5
At1g74390	Polynucleotidyl transferase, ribonuclease H-like superfamily protein
At1g74400	Tetratricopeptide repeat (TPR)-like superfamily protein
At1g74410	RING/U-box superfamily protein
At1g74420	fucosyltransferase 3
At1g74430	myb domain protein 95
At1g74440	Protein of unknown function (DUF962)
At1g74448	unknown protein
At1g74450	Protein of unknown function (DUF793)
At1g74453	snoRNA
At1g74456	snoRNA
At1g74457	pseudogene
At1g74458	unknown protein
At1g74460	GDSL-like Lipase/Acylhydrolase superfamily protein
At1g74470	Pyridine nucleotide-disulphide oxidoreductase family protein
At1g74480	RWP-RK domain-containing protein
At1g74490	Protein kinase superfamily protein
At1g74500	activation-tagged BRI1(brassinosteroid-insensitive 1)-suppressor 1
At1g74510	Galactose oxidase/kelch repeat superfamily protein
At1g74520	HVA22 homologue A
At1g74530	unknown protein
At1g74540	cytochrome P450, family 98, subfamily A, polypeptide 8
At1g74545	unknown protein
At1g74550	cytochrome P450, family 98, subfamily A, polypeptide 9
At1g74560	NAP1-related protein 1
At1g74570	pre-tRNA
At1g74580	Pentatricopeptide repeat (PPR) superfamily protein
At1g74590	glutathione S-transferase TAU 10
At1g74600	pentatricopeptide (PPR) repeat-containing protein
At1g74610	pre-tRNA
At1g74620	RING/U-box superfamily protein
At1g74630	Tetratricopeptide repeat (TPR)-like superfamily protein
At1g74640	alpha/beta-Hydrolases superfamily protein
At1g74650	myb domain protein 31
At1g74660	mini zinc finger 1
At1g74670	Gibberellin-regulated family protein
At1g74680	Exostosin family protein
At1g74690	IQ-domain 31
At1g74700	tRNAse Z1
At1g74710	ADC synthase superfamily protein
At1g74720	C2 calcium/lipid-binding plant phosphoribosyltransferase family protein
At1g74730	Protein of unknown function (DUF1118)
At1g74740	calcium-dependent protein kinase 30
At1g74750	Pentatricopeptide repeat (PPR) superfamily protein
At1g74770	zinc ion binding
At1g74780	Nodulin-like / Major Facilitator Superfamily protein
At1g74790	catalytics
At1g74800	Galactosyltransferase family protein
At1g74810	HCO3- transporter family
At1g74820	RmlC-like cupins superfamily protein
At1g74830	Protein of unknown function, DUF593
At1g74840	Homeodomain-like superfamily protein
At1g74850	plastid transcriptionally active 2
At1g74860	unknown protein
At1g74870	RING/U-box superfamily protein
At1g74875	unknown protein
At1g74880	NAD(P)H:plastoquinone dehydrogenase complex subunit O
At1g74890	response regulator 15
At1g74900	Pentatricopeptide repeat (PPR) superfamily protein
At1g74910	ADP-glucose pyrophosphorylase family protein
At1g74920	aldehyde dehydrogenase 10A8
At1g74929	unknown protein
At1g74930	Integrase-type DNA-binding superfamily protein
At1g74940	Protein of unknown function (DUF581)
At1g74950	TIFY domain/Divergent CCT motif family protein
At1g74960	fatty acid biosynthesis 1
At1g74970	ribosomal protein S9
At1g74990	RING/U-box superfamily protein
At1g75000	GNS1/SUR4 membrane protein family
At1g75010	GTP binding
At1g75020	lysophosphatidyl acyltransferase 4
At1g75030	thaumatin-like protein 3
At1g75040	pathogenesis-related gene 5
At1g75050	Pathogenesis-related thaumatin superfamily protein
At1g75060	unknown protein
At1g75070	pre-tRNA
At1g75080	Brassinosteroid signalling positive regulator (BZR1) family protein
At1g75090	DNA glycosylase superfamily protein
At1g75100	J-domain protein required for chloroplast accumulation response 1
At1g75110	Nucleotide-diphospho-sugar transferase family protein
At1g75120	Nucleotide-diphospho-sugar transferase family protein
At1g75130	cytochrome P450, family 721, subfamily A, polypeptide 1
At1g75140	unknown protein
At1g75150	unknown protein
At1g75160	Protein of unknown function (DUF620)
At1g75163	snoRNA
At1g75166	snoRNA
At1g75170	Sec14p-like phosphatidylinositol transfer family protein
At1g75180	Erythronate-4-phosphate dehydrogenase family protein
At1g75190	unknown protein
At1g75200	flavodoxin family protein / radical SAM domain-containing protein
At1g75210	HAD-superfamily hydrolase, subfamily IG, 5'-nucleotidase
At1g75220	Major facilitator superfamily protein
At1g75230	DNA glycosylase superfamily protein
At1g75240	homeobox protein 33
At1g75250	RAD-like 6
At1g75260	oxidoreductases, acting on NADH or NADPH
At1g75261	pseudogene
At1g75270	dehydroascorbate reductase 2
At1g75280	NmrA-like negative transcriptional regulator family protein
At1g75290	NAD(P)-binding Rossmann-fold superfamily protein
At1g75295	other RNA
At1g75300	NmrA-like negative transcriptional regulator family protein
At1g75310	auxin-like 1 protein
At1g75330	ornithine carbamoyltransferase
At1g75335	unknown protein
At1g75340	Zinc finger C-x8-C-x5-C-x3-H type family protein
At1g75350	Ribosomal protein L31
At1g75360	unknown protein
At1g75370	Sec14p-like phosphatidylinositol transfer family protein
At1g75380	bifunctional nuclease in basal defense response 1
At1g75388	conserved peptide upstream open reading frame 5
At1g75390	basic leucine-zipper 44
At1g75394	pseudogene
At1g75400	RING/U-box superfamily protein
At1g75410	BEL1-like homeodomain 3
At1g75420	UDP-Glycosyltransferase superfamily protein
At1g75430	BEL1-like homeodomain 11
At1g75440	ubiquitin-conjugating enzyme 16
At1g75450	cytokinin oxidase 5
At1g75460	ATP-dependent protease La (LON) domain protein
At1g75470	purine permease 15
At1g75480	pseudogene
At1g75490	Integrase-type DNA-binding superfamily protein
At1g75500	Walls Are Thin 1
At1g75510	Transcription initiation factor IIF, beta subunit
At1g75520	SHI-related sequence 5
At1g75530	Forkhead-associated (FHA) domain-containing protein 
At1g75540	salt tolerance homolog2
At1g75550	glycine-rich protein
At1g75560	zinc knuckle (CCHC-type) family protein
At1g75570	pre-tRNA
At1g75580	SAUR-like auxin-responsive protein family 
At1g75590	SAUR-like auxin-responsive protein family 
At1g75600	Histone superfamily protein
At1g75610	pseudogene
At1g75620	glyoxal oxidase-related protein
At1g75630	vacuolar H+-pumping ATPase 16 kDa proteolipid subunit 4
At1g75640	Leucine-rich receptor-like protein kinase family protein
At1g75650	pre-tRNA
At1g75660	5'-3' exoribonuclease 3
At1g75670	DNA-directed RNA polymerases
At1g75680	glycosyl hydrolase 9B7
At1g75690	DnaJ/Hsp40 cysteine-rich domain superfamily protein
At1g75700	HVA22-like protein G
At1g75710	C2H2-like zinc finger protein
At1g75717	unknown protein
At1g75720	Plant protein of unknown function (DUF827)
At1g75730	unknown protein
At1g75740	pre-tRNA
At1g75750	GAST1 protein homolog 1
At1g75760	ER lumen protein retaining receptor family protein
At1g75770	unknown protein
At1g75780	tubulin beta-1 chain
At1g75790	SKU5 similar 18
At1g75800	Pathogenesis-related thaumatin superfamily protein
At1g75810	unknown protein
At1g75820	Leucine-rich receptor-like protein kinase family protein
At1g75830	low-molecular-weight cysteine-rich 67
At1g75840	RAC-like GTP binding protein 5
At1g75850	VPS35 homolog B
At1g75860	unknown protein
At1g75870	unknown protein
At1g75880	SGNH hydrolase-type esterase superfamily protein
At1g75890	GDSL-like Lipase/Acylhydrolase superfamily protein
At1g75891	other RNA
At1g75900	GDSL-like Lipase/Acylhydrolase superfamily protein
At1g75910	extracellular lipase 4
At1g75920	GDSL-like Lipase/Acylhydrolase superfamily protein
At1g75930	extracellular lipase 6
At1g75940	Glycosyl hydrolase superfamily protein
At1g75950	S phase kinase-associated protein 1
At1g75960	AMP-dependent synthetase and ligase family protein
At1g75970	pre-tRNA
At1g75980	Single hybrid motif superfamily protein
At1g75990	PAM domain (PCI/PINT associated module) protein
At1g76000	pre-tRNA
At1g76010	Alba DNA/RNA-binding protein
At1g76020	Thioredoxin superfamily protein
At1g76030	ATPase, V1 complex, subunit B protein
At1g76040	calcium-dependent protein kinase 29
At1g76050	Pseudouridine synthase family protein
At1g76060	LYR family of Fe/S cluster biogenesis protein
At1g76062	MIR835a; miRNA
At1g76065	LYR family of Fe/S cluster biogenesis protein
At1g76070	unknown protein
At1g76080	chloroplastic drought-induced stress protein of 32 kD
At1g76090	sterol methyltransferase 3
At1g76100	plastocyanin 1
At1g76110	HMG (high mobility group) box protein with ARID/BRIGHT DNA-binding domain
At1g76120	Pseudouridine synthase family protein
At1g76130	alpha-amylase-like 2
At1g76135	MIR394B; miRNA
At1g76140	Prolyl oligopeptidase family protein
At1g76150	enoyl-CoA hydratase 2
At1g76160	SKU5 similar 5
At1g76170	2-thiocytidine tRNA biosynthesis protein, TtcA
At1g76180	Dehydrin family protein
At1g76185	unknown protein
At1g76190	SAUR-like auxin-responsive protein family 
At1g76200	unknown protein
At1g76210	Arabidopsis protein of unknown function (DUF241)
At1g76220	Arabidopsis protein of unknown function (DUF241)
At1g76230	unknown protein
At1g76240	Arabidopsis protein of unknown function (DUF241)
At1g76250	unknown protein
At1g76260	DWD (DDB1-binding WD40 protein) hypersensitive to ABA 2
At1g76270	O-fucosyltransferase family protein
At1g76280	Tetratricopeptide repeat (TPR)-like superfamily protein
